ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
5488290,Datadog Fundamentals Practice Exam,Suraj,4.35,Intermediate Level,https://www.udemy.com/course/datadog-fundamentals-practice-exam/,105 questions,"Comprehensive Exam Pattern Comprehension: Gain a clear grasp of the Datadog Fundamental exam structure and question patterns, enabling you to approach the test; Effortless Exam Success: Acquire the skills, insights, and knowledge needed to not only pass but excel in the Datadog Fundamental exam, paving the way for profe; Thorough Basics Reinforcement: Refresh and reinforce your foundational understanding of Datadog concepts, setting a strong foundation for advanced learning and",105,True,"919,000"
5294922,Tableau Desktop Specialist Certification Exams,Pasha,4.08,All Levels,https://www.udemy.com/course/tableau-desktop-specialist-certification-exams-2023/,181 questions,Get detailed explanations for each question with images and reference links to enhance your understanding and learning.; Answer knowledge-based theoretical questions and test your understanding of Tableau Desktop Specialist concepts.; Tackle questions based on the latest exam pattern and increase your confidence in passing the certification exam.,181,True,"719,000"
1891132,Mastering and Implementing Azure Active Directory,Anand Rao,4.09,Intermediate Level,https://www.udemy.com/course/mastering-and-implementing-azure-active-directory/,1.5 total hours,"Students will have proficiency in features / Services offered by Microsoft Azure Active Directory; Get a deeper insight of connectivity, replication , architecture and security aspects of Azure active directory; Understand Multi Factor authentication and set it up live with hands on labs",0,True,"859,000"
2929312,Machine Learning applied to manufacturing processing,Leo,3.99,Beginner Level,https://www.udemy.com/course/machine-learning-applied-to-manufacturing-processing/,2.5 total hours,How to apply machine learning techniques to real world problems in the area of manufacturing; Learn to implement useful and popular machine learning algorithms; Learn what manufacturing processing is,0,True,"169,000"
3114242,"Ansible for Network Engineers - Cisco IOS, Junos, Arista",Shahzad,4.32,All Levels,https://www.udemy.com/course/complete-ansible-for-network-engineers-ios-junos-arista/,4.5 total hours,"Ansible automation for Cisco, Juniper, and Arista devices; Ansible Architecture, ad-hoc commands and Playbooks; More than 20 examples covering wide range of Ansible modules",0,True,"549,000"
2772158,QuickBooks Online – Bank Feeds & Credit Card Feeds,Robert (Bob),4.48,Beginner Level,https://www.udemy.com/course/quickbooks-online-bank-feeds-credit-card-feeds/,8.5 total hours,How to set up bank feeds for both bank accounts and credit card accounts; How to set up QuickBooks Online and get up and running; How to add transactions and assign proper general ledger accounts to them,0,True,"1,200,000"
3207733,Oracle Cloud Infrastructure Foundations-Oracle 1Z0-1085-20,Stephen,3.87,All Levels,https://www.udemy.com/course/oracle-cloud-infrastructure-foundations-oracle-1z0-1085-20/,4.5 total hours,This course will prepare students for the Oracle Cloud Infrastructure 2020 Foundations Certification exam.; Acquire Oracle Cloud Infrastructure Foundation skills.; Oracle Cloud Infrastructure 2020 Foundations Certification Practice exam questions.,68,True,"1,390,000"
3304884,Scratch games coding for kids - Deeper into Scratch,Matt,4.72,Intermediate Level,https://www.udemy.com/course/scratch-coding-for-kids-deeper-into-scratch/,2.5 total hours,The Scratch App / Desktop 3 interface; Controlling sprite movement with keyboard pressed; Basic AI,0,True,"1,110,000"
3772896,"Weblogic Performance Tuning, Patching & Upgrade [1z0-599]",Sandip,3.86,All Levels,https://www.udemy.com/course/weblogic-performance-tuning-patching-upgrade-for-1z0-599/,3.5 total hours,Fundamentals of performance tuning 2024.; Basic Terminology used in Performance tuning; Performance tuning bottlenecks,2,True,"1,140,000"
5912446,CISSP CORE CONCEPTS -Domain-1 | The Ultimate CISSP Course,Manoj,4.78,All Levels,https://www.udemy.com/course/cissp-core-concepts-domain-1-2024-exam-prep-series/,5 total hours,Gap Analysis on Core Concepts before appearing for the challenging CISSP Exam; Fill up your knowledge gaps to rock the CISSP Exam; Learn the core concepts of Security Governance and Risk Management in one single place.,0,True,"479,000"
5467622,Timeseries & Forecasting,AISPRY,4.63,All Levels,https://www.udemy.com/course/supervised-learning-timeseries-forecasting/,14.5 total hours,"In this Time Series / Forecasting course, students will delve into the fascinating realm of analyzing and predicting patterns and trends in data over time.; The course will begin with an introduction to time series analysis, covering fundamental concepts such as time-dependent data, trend analysis, seasonality.; Everyone will learn how to handle time-stamped data and explore various visualization techniques to identify patterns visually.",0,True,"909,000"
4445924,Windows 10 Complete Course : From Zero to Professional!,Abdul Rahman,4.26,Intermediate Level,https://www.udemy.com/course/windows-tricks-mastery-course-from-zero-to-professional/,3 total hours,You will learn all windows tricks and hacks; You will learn hacking in windows; You will increase your PC's performance,0,True,"169,000"
4537120,Computer Repairing: Learn how to program the BIOS chip,ISMAIL,4.15,All Levels,https://www.udemy.com/course/computer-repairing-learn-how-to-program-the-bios-chip/,2 total hours,"What is the BIOS ?, and how it works ?; How to program the BIOS chip from A to Z;; How to choose a good programmer;",0,True,"1,380,000"
4644310,Practice Tests - AI-900: Azure AI Fundamental,Richa,4.57,All Levels,https://www.udemy.com/course/practice-tests-ai-900-azure-ai-fundamental-latest/,141 questions,People that will take the Microsoft Azure AI Fundamentals certification; This course is perfect for those who want to obtain the Azure IA fundamentals certificate; This course is perfect for anyone who wants to increase their IA Azure skills,141,True,"1,720,000"
853962,Architecting Very large Databases in SQL Server,Mike,3.94,Intermediate Level,https://www.udemy.com/course/architecting-very-large-databases-in-sql-server/,1 total hour,By the end of the course you'll have a solid understanding on how to architect VLDBs.; You'll be able to create a scalable architecture that scales horizontally regardless of database size. ,0,True,"1,580,000"
2771976,AWS Certified Developer Associate DVA-C01 Exam Questions,Andre Iacono |; NYC,4.19,All Levels,https://www.udemy.com/course/simulado-amazon-aws-certified-developer-associate-2020/,121 questions,"Acquire knowledge and skills required for the AWS Certified Developer Associate certification exam through a comprehensive resource of practice exam questions.; Gain hands-on experience with AWS tools and services, such as Elastic Beanstalk, Lambda, and CloudFormation.; Develop a deep understanding of AWS core services and their use cases, and become familiar with the exam format and time-management skills.",121,True,"1,020,000"
3219917,The Complete ServiceNow Integration Guide,SNow,4.11,All Levels,https://www.udemy.com/course/the-complete-servicenow-integration-guide/,2 total hours,"In this course you will learn about all the different types of Integration possible in ServiceNow. This course will cover table API, Import set API, Scripted REST API and SOAP Integration in ServiceNow",0,True,"309,000"
3317554,ServiceNow CAD(Application Developer) latest Test,Servicenow,3.65,Intermediate Level,https://www.udemy.com/course/servicenow-cad/,199 questions,ServiceNow Application Developers Assessment Sample; ServiceNow; Latest CAD sample questions,199,True,"199,000"
2055641,CCNA Routing & Switching 200-301 Practice Exam Questions,Practice,4.5,All Levels,https://www.udemy.com/course/ccna-routing-switching-200-301-practice-exam-questions/,252 questions,You will be ready for your CCNA Routing and Switching 200-301 exam; if you already finished any CCNA Routing and Switching 200-301 material and want to test your knowledge; Test Your CCNA RS knowledge,252,True,"1,850,000"
6091689,Ultimate Guide to Leonardo AI for Beginners,Haider,4.8,Beginner Level,https://www.udemy.com/course/ultimate-guide-to-leonardo-ai-for-beginners/,33 total mins,Learn the Basics of Leonardo AI; Learn to Create Artwork with Leonardo AI; Learn the Use of Prompts in Leonardo AI,0,True,"1,210,000"
4816774,Employee CyberSecurity Awareness First Line of Defense,CyberProStudy,4.5,Beginner Level,https://www.udemy.com/course/corporate-cyber-security-awareness-for-employees-2022/,8 total hours,"Understand how to protect the corporate data you have recorded on your computers, laptops and mobile devices.; You will understand why you should take Cybersecurity seriously on your workplace.; You will learn what Social Engineering is and how the hackers are using it. What the most common forms of Social Engineering are.",0,True,"889,000"
4151586,Mastering Sitefinity SiteSync,Lino,4.5625,All Levels,https://www.udemy.com/course/mastering-sitefinity-sitesync/,2 total hours,How to sync between Sitefinity servers; How to use SiteSync productivily; What entities are syncable in Sitefinity using SiteSync,0,True,"1,720,000"
2648264,Mastering PostgreSQL: Learning By Real Examples,Missak,4.671875,Beginner Level,https://www.udemy.com/course/mastering-postgresql-learning-by-real-examples/,3.5 total hours,"Learn SQL Concepts with PostgreSQL.; Write SQL queries to retrieve data.; Gain a comprehensive understanding of PostgreSQL, including topics such as window functions, aggregates, and joins.",0,True,"1,550,000"
5939134,AI Prompt Writing - Beginner,Intellezy,4.529412,All Levels,https://www.udemy.com/course/ai-prompt-writing/,1 total hour,"Understand the basics of what Generative and Conversational AI is.; Learn the components of a strong AI prompt: Goal, Context, Tone, and Source/Formatting.; Develop the ability to set clear goals for AI interactions.",0,True,"1,830,000"
3466124,Burp Suite Mastery: Bug bounty hunters perspective,Atul,4.63,All Levels,https://www.udemy.com/course/burp-suite-mastery-bug-hunters-perspective/,8 total hours,Burp suite community edition; Complete burp suite tools; Bug finding techniques,0,True,"1,300,000"
5637856,CISSP EASY/MID questions #7 - ALL CISSP domains 250 Q - 2025,Thor; ThorTeaches.com,4.3076925,All Levels,https://www.udemy.com/course/cissp-em7/,250 questions,Help you pass the CISSP certification exam.; Find your weak areas for the CISSP .; Improve your IT Security knowledge.,250,True,"1,040,000"
5013688,Practice Tests - AEM Business Practitioner (2025),Kumar,4.48,Beginner Level,https://www.udemy.com/course/aem-business-practitioner-practice-set/,182 questions,Practice set for Adobe Experience Manager - Business Practitioner certification exam; Practice set of AD0-E121 certification exam; Practice set of AD0-E126 certificaiton exam,182,True,"1,260,000"
5597192,JavaScript Programming Bootcamp: Mastering the Basics,Nikhil,4.8333335,Beginner Level,https://www.udemy.com/course/javascript-fundamentals-learn-from-scratch/,3 total hours,"Students will start with the fundamentals, such as variables, data types, operators, and basic syntax; Understanding conditional statements (if, else) and loops (for, while) to control program flow; Writing and using functions to organize and reuse code.",0,True,"1,500,000"
5572816,Microsoft Excel - Beginner To Expert,Infidea; Anjan,4.5434785,All Levels,https://www.udemy.com/course/microsoft-excel-beginner-to-expert/,18.5 total hours,"Efficient Spreadsheet Management: Learn to navigate, customize, and manage Excel workbooks effectively, from understanding the interface to saving strategies.; Master fundamental and advanced formulas, exploring cell references, order of operations, and leveraging essential functions like SUM(), MIN(), and MAX().; Enhance your skills in formatting cells, applying borders, transforming data into percentages &currencies & utilizing conditional formatting for visual impact.",50,True,"409,000"
