title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Google Cloud Digital Leader Training 日本語版,Google Cloud, Cloud Computing,4.5,Beginner , Specialization , 3 - 6 Months,31,https://www.coursera.org/specializations/google-cloud-digital-leader-training,"1,990,000"
Preparing for Your Associate Cloud Engineer Journey en Español,Google Cloud," Leadership and Management, Strategy, Business Analysis, Communication, Data Management, Databases, Market Analysis, Design and Product, Media Strategy & Planning, Strategy and Operations",4.8,Intermediate , Course , 1 - 3 Months,8,https://www.coursera.org/courses/preparing-for-your-associate-cloud-engineer-journey-en-espaol,"1,480,000"
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud API",4.7,Beginner , Course , 1 - 4 Weeks,257,https://www.coursera.org/courses/on-premises-installation-and-fundamentals-with-google-clouds-apigee-api-platform,"1,520,000"
"Data Engineer, Big Data and ML on Google Cloud em Português",Google Cloud," Databases, Computer Networking, Communication, Data Management, Cloud Computing, Network Security, Data Analysis Software, Leadership and Management, Business Analysis, Security Engineering, Computer Architecture, Data Analysis, Data Structures, Digital Marketing, Cloud Infrastructure, Problem Solving, Google Cloud Platform, Networking Hardware, Software Security, Data Warehousing",4.7,Intermediate , Specialization , 3 - 6 Months,122,https://www.coursera.org/specializations/data-engineer-big-data-and-ml-on-google-cloud-em-portugus,"1,220,000"
On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Google Cloud, Cloud Computing,4.7,Beginner , Course , 1 - 4 Weeks,105,https://www.coursera.org/courses/on-premises-capacity-upgrade-and-monitoring-with-google-clouds-apigee-api-platform,"1,550,000"
Business Transformation with Google Cloud en Español,Google Cloud," Business Analysis, Business Transformation, Strategy and Operations, Cloud Computing, Operational Analysis, Strategy, Applied Machine Learning, Computer Security Incident Management, People Analysis, Probability & Statistics",4.6,Beginner , Course , 1 - 3 Months,89,https://www.coursera.org/courses/business-transformation-with-google-cloud-en-espaol,"1,630,000"
Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania," FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Regulations and Compliance, Algorithms, Behavioral Economics, Entrepreneurial Finance, Market Research, Cryptography, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Systems Design",4.6,Beginner , Specialization , 3 - 6 Months,3500,https://www.coursera.org/specializations/fintech-foundations--applications-of-financial-technology,"159,000"
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania," FinTech, Finance, Behavioral Economics, BlockChain, Financial Analysis, Financial Management, Market Research, Payments, Risk Management, Regulations and Compliance",4.6,Beginner , Course , 1 - 4 Weeks,2400,https://www.coursera.org/courses/fintech-foundations-payments-and-regulations,"1,350,000"
Financial Technology (Fintech) Innovations,University of Michigan," FinTech, Finance, BlockChain, Decision Making, Risk Management, Financial Analysis, Investment Management, Leadership and Management, Critical Thinking, Innovation, Machine Learning, Algorithms, Entrepreneurship, Strategy, Cryptography, Data Mining, Payments, Statistical Analysis, Strategy and Operations, Cyberattacks, Network Security, Statistical Machine Learning, Underwriting, Computer Networking",4.7,Beginner , Specialization , 3 - 6 Months,2400,https://www.coursera.org/specializations/financial-technology-fintech-innovations,"1,150,000"
The Future of Payment Technologies,University of Michigan," FinTech, Finance, Payments, Innovation",4.7,Beginner , Course , 1 - 4 Weeks,1500,https://www.coursera.org/courses/the-future-of-payment-technologies,"319,000"
FinTech Law and Policy,Duke University," FinTech, Finance, Regulations and Compliance, Banking, Payments, Financial Management, BlockChain, Entrepreneurial Finance, Accounts Payable and Receivable, Securities Trading",4.8,Beginner , Course , 1 - 3 Months,818,https://www.coursera.org/courses/fintech-law-and-policy,"1,200,000"
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology," FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Exploratory Data Analysis, Payments, Business Development, Computer Security Incident Management, Human Factors (Security)",4.7,Beginner , Specialization , 3 - 6 Months,773,https://www.coursera.org/specializations/fintech-finance-industry-transformation-and-regulation,"1,780,000"
FinTech Foundations and Overview,The Hong Kong University of Science and Technology," BlockChain, FinTech, Finance, Banking, Data Analysis, E-Commerce, Innovation, Payments, Business Development, Exploratory Data Analysis",4.7,Beginner , Course , 1 - 4 Weeks,480,https://www.coursera.org/courses/fintech-foundations-and-overview,"699,000"
Fintech Startups in Emerging Markets,University of Cape Town," Finance, FinTech, Regulations and Compliance, Banking, BlockChain, Financial Analysis, Business Development, Cryptography, Entrepreneurship, Securities Trading",4.6,Beginner , Specialization , 3 - 6 Months,202,https://www.coursera.org/specializations/fintech-startups-in-emerging-markets,"1,960,000"
Digital Transformation in Financial Services,Copenhagen Business School," FinTech, Finance, Innovation, Banking, Business Transformation, Leadership and Management, Payments, Strategy, Strategy and Operations, BlockChain, Business Analysis, Business Development, Cash Management, Decision Making, Entrepreneurship, Investment Management, Network Analysis, Research and Design",4.4,Beginner , Specialization , 3 - 6 Months,1900,https://www.coursera.org/specializations/digital-transformation-in-financial-services,"1,390,000"
Decentralized Finance (DeFi): The Future of Finance,Duke University," BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",4.8,Intermediate , Specialization , 3 - 6 Months,1700,https://www.coursera.org/specializations/decentralized-finance-defi-the-future-of-finance,"1,700,000"
How Software Ate Finance,Stanford University," Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",4.7,Mixed , Course , 1 - 3 Months,122,https://www.coursera.org/courses/how-software-ate-finance,"289,000"
FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology," FinTech, Regulations and Compliance, Risk Management, Banking, Finance, Financial Analysis, Human Factors (Security), Leadership and Management",4.7,Beginner , Course , 1 - 3 Months,252,https://www.coursera.org/courses/fintech-security-and-regulation-regtech,"1,050,000"
FinTech and the Transformation in Financial Services,Copenhagen Business School," Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management",4.3,Beginner , Course , 1 - 3 Months,1100,https://www.coursera.org/courses/fintech-and-the-transformation-in-financial-services,"1,820,000"
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology," Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, General Statistics, Probability Distribution, Statistical Programming, Data Visualization",4.4,Intermediate , Course , 1 - 4 Weeks,4000,https://www.coursera.org/courses/python-and-statistics-for-financial-analysis,"519,000"
Supply Chain Finance Market and Fintech Ecosystem,New York Institute of Finance," Finance, Supply Chain and Logistics, Supply Chain Systems, FinTech",4.5,Intermediate , Course , 1 - 4 Weeks,68,https://www.coursera.org/courses/supply-chain-finance-market-and-fintech-ecosystem,"1,420,000"
FinTech Risk Management,The Hong Kong University of Science and Technology," FinTech, Leadership and Management, Risk Management, Finance, Business Process Management, Computer Security Incident Management, Regulations and Compliance",4.7,Beginner , Course , 1 - 3 Months,181,https://www.coursera.org/courses/fintech-risk-management,"1,950,000"
Supply Chain Finance and Blockchain Technology,New York Institute of Finance," Supply Chain and Logistics, Supply Chain Systems, Finance, Accounts Payable and Receivable, Supplier Relationship Management, BlockChain, Payments, Cash Management, Financial Accounting, Financial Management, Leadership and Management, Financial Analysis, FinTech, Procurement",4.5,Intermediate , Specialization , 3 - 6 Months,354,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,"459,000"
Financial Regulation in Emerging Markets and the Rise of Fintech Companies,University of Cape Town," Finance, Banking, FinTech, Financial Analysis, Regulations and Compliance, Securities Trading",4.6,Beginner , Course , 1 - 4 Weeks,150,https://www.coursera.org/courses/financial-regulation-in-emerging-markets-and-the-rise-of-fintech-companies,"989,000"
Economics of Money and Banking,Columbia University," Banking, Finance",4.9,Mixed , Course , 3 - 6 Months,1500,https://www.coursera.org/courses/economics-of-money-and-banking,"179,000"
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan," FinTech, Finance, Entrepreneurship, Decision Making, Critical Thinking, Innovation, Risk Management, Strategy, Strategy and Operations, Underwriting",4.7,Beginner , Course , 1 - 4 Weeks,264,https://www.coursera.org/courses/raising-capital-credit-tech-coin-offerings-and-crowdfunding,"1,400,000"
Banking and Financial Institutions,University of Illinois at Urbana-Champaign," Accounting, Banking, Finance, Financial Analysis, Leadership and Management, Financial Accounting, Financial Management, Investment Management, Risk Management, Regulations and Compliance",4.8,Intermediate , Course , 1 - 3 Months,144,https://www.coursera.org/courses/banking-and-financial-institutions,"1,700,000"
"Application of AI, InsurTech, and Real Estate Technology",University of Pennsylvania," FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",4.6,Mixed , Course , 1 - 4 Weeks,490,https://www.coursera.org/courses/application-of-ai-insurtech-and-real-estate-technology,"1,590,000"
"Lending, Crowdfunding, and Modern Investing",University of Pennsylvania," FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",4.6,Beginner , Course , 1 - 4 Weeks,533,https://www.coursera.org/courses/lending-crowdfunding-and-modern-investing,"1,940,000"
Blockchain Revolution,INSEAD," BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Software Security, Recruitment",4.7,Beginner , Specialization , 3 - 6 Months,2900,https://www.coursera.org/specializations/blockchain-revolution,"969,000"
Blockchain Revolution in Financial Services,INSEAD," BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Contract Management, Financial Accounting, Financial Management, Problem Solving, Security Strategy",4.7,Beginner , Specialization , 3 - 6 Months,934,https://www.coursera.org/specializations/blockchain-revolution-in-financial-services,"519,000"
